URL,Date,Tweet,Username
https://twitter.com/terasjakartaid/status/1657511908076044289,2023-05-13 22:23:28+00:00,"Dulu pas masih kuliah sempet bilang semoga kalo aku udh lulus coldplay ngadain konser di Indonesia karena waktu mereka lg world tour di Singapore &amp; Indo ga masuk list, &amp; skrg terwujud mereka konser di Indo, tp nyatanya sudah 2 tahun sejak lulus aku belum dpt kerja, jadi yaudahlah https://t.co/WKGnDX6FJG",pikiran_rakyat
https://twitter.com/geloraco/status/1657571482145546240,2023-05-14 02:20:12+00:00,"@aan__ OK, form pendaftaran aksi tolak Coldplay bisa diambil di Ponpes Daarut Tauhiid ya Dok.. Fasilitas nasi bungkus buat 100 pendaftar pertama.. wkwk. https://t.co/FOY2P4zK3E",eradotid
https://twitter.com/VIVAbola/status/1657626186774872065,2023-05-14 05:57:34+00:00,Kalo ada temen yang kgk pernah ikut 212 tiba tiba ikut tolak konser coldplay udah taukan nyalahin siapa?,Sorasachi__
https://twitter.com/VIVAcoid/status/1657628192876924929,2023-05-14 06:05:33+00:00,"gua fix gadapet tiket coldplay. sampai jumpa di monas ya guys. gua join 212, gua ikut demo tolak coldplay",WagimanDeep212_
https://twitter.com/mcclafloy/status/1657640275832082432,2023-05-14 06:53:33+00:00,"Semoga konser Coldplay tetap jadi diadakan di Indonesia. Bukan karena saya mau nonton, tapi agar citra Indonesia tetap baik. Soal Coldplay kampanye LGBT, dilobi saja dulu agar mereka hormati nilai2 masyarakat di sini. Kalau gak bisa, ya kuatkan edukasi ke masyarakat kita...",BlackliztHunter
https://twitter.com/abu_hikam/status/1657669013865107457,2023-05-14 08:47:45+00:00,@GeorgeTodzira Perihal coldplay ini yg di tolak adalah kampanye LGBT nya. Bukan coldplay nya. Andai coldplay tidak mengkampanyekan lgbt pasti diam2 aja tuh kayak konser2 yg lain.,twothirty666
https://twitter.com/Lasioandriyant1/status/1657682659576025089,2023-05-14 09:41:58+00:00,"ayo ngene, tp di moobil komando aksi tolak coldplay pa212 di depan bandara 🤤",AlfaLuthfi_
https://twitter.com/yoyen/status/1657689597139140608,2023-05-14 10:09:32+00:00,Kristen Muhammadiyah Caper Train to Busan yedam coldplay cat 3 #D_DAY_TOUR_Jakarta indonesia vs argentina kahitna skripsian chen NCT Jaehyun #AgustD_SUGA_Jakarta #DontEverSayLoveMe jimin is coming thank you yoongi terbuka #RMxCOLDE happy asmara yoona junho,raisaaazizah
https://twitter.com/uun_pusau/status/1657723129198948353,2023-05-14 12:22:47+00:00,"Kerana scalper2 babi, PAS bakal menerima seorang lagi ahli. Tolak Coldplay, tolak LGBT, tolak pelangi
😭😭😭😭😭😭😭😭😭",tvOneNews
https://twitter.com/tvOneNews/status/1657733452601643009,2023-05-14 13:03:48+00:00,"ayo ayo yang ga dapet cuti, gabung PA 212 buat demo tolak Coldplay.
🤣",Indones1aku
https://twitter.com/engkossolihin/status/1657750049466781697,2023-05-14 14:09:45+00:00,PA 212 Tolak Kehadiran Coldplay di Indonesia: Mereka Pendukung LGBT dan Atheis! https://t.co/DlVNRvilah,sulaimanbaba9
https://twitter.com/MaghlilD/status/1657760070892146688,2023-05-14 14:49:35+00:00,@tukangaduayam mgkn lagi siapin demo tolak coldplay hihi,angga_ahmad
https://twitter.com/Safa_Andriana/status/1657894123523948544,2023-05-14 23:42:15+00:00,"KATA dia, Indonesia adalah negara yang berdasarkan ketuhanan yang maha esa. Nggak ada satu agama pun dari enam agama yang diakui di Indonesia, kata dia, yang membenarkan dan menoleransi praktek LGBT. https://t.co/1CHkh2oMNY
#Coldplay #MajelisUlamaIndonesia #LGBT https://t.co/pnqzHzNpon",dniaerisya
https://twitter.com/pikiran_rakyat/status/1657905025799327744,2023-05-15 00:25:35+00:00,"aku sebenernya nangisin coldplay, not because aku gk bisa nntn (iya jg krn gk pny duit), tp im super grateful bahwa indonesia akhirnya masuk list world tour coldplay.",ajiaditya
https://twitter.com/eradotid/status/1657915463236722689,2023-05-15 01:07:03+00:00,"Parti lain tak bodoh mcm parti Pas. Pas kata tolak Coldplay tolak sbb LGBT. Hakikatnya Coldplay datang menyanyi. Bukan nk promosi LGBT.
Kalau menonton Coldplay sama dengan menyokong LGBT, bagaimana pula dgn penggunaan Mercedes yg disifatkan sbg kuda perang oleh pemimpin Pas?",RockTheMoon_Co
https://twitter.com/Sorasachi__/status/1657919403697250304,2023-05-15 01:22:43+00:00,"Coldplay dipastikan akan menggelar konser di Indonesia. Bertajuk “Coldplay Music of The Spheres World Tour” konser tersebut kan dihelat di Gelora Bung Karno 15 November mendatang.
https://t.co/k7bwU2m928",l0velynu
https://twitter.com/BanyuSadewa/status/1657943814626250752,2023-05-15 02:59:43+00:00,MUI Larang Coldplay Bawa Simbol LGBT saat Konser di Indonesia https://t.co/Qd0F8hbwEV,_fireshare
https://twitter.com/WagimanDeep212_/status/1657996004439003139,2023-05-15 06:27:06+00:00,"kalau ga dapet bca presale, general sale, bahkan calo, mending aku ikut aksi 212 tolak coldplay, biar semuanya gausah nonton kalau aku ga nonton!",txtdrbekasi
https://twitter.com/BlackliztHunter/status/1658017491673808897,2023-05-15 07:52:29+00:00,"Krn para calo udh ludesin tiket coldplay. Yuk PA 212 kalian hrs makin semangat batalkan/tolak kedatangan coldplay kesini.
Kalian hrs kuat krn Pak Jokowi slh satu alumni 212.",sabdaharry
https://twitter.com/twothirty666/status/1658057278875123712,2023-05-15 10:30:35+00:00,@idextratime Real madrid fokus tolak coldplay di reuni akbar PA 212,muhamadrdani
https://twitter.com/AlfaLuthfi_/status/1658068685096128512,2023-05-15 11:15:54+00:00,Politikus Malaysia Tolak Konser Coldplay: Tak Ada Manfaatnya https://t.co/QJ1qe4MVfH,Terbvngkam
https://twitter.com/raisaaazizah/status/1658093321829642244,2023-05-15 12:53:48+00:00,"kemaren ada slipnot, black pink terus coldplay. indonesia udah mulai di lirik musisi besar buat tour",kalista69666
https://twitter.com/Berryrevan93/status/1658132607983554561,2023-05-15 15:29:55+00:00,"Dukung Coldplay Konser di Indonesia, Cak Imin: Lagunya Tidak LGBT https://t.co/99YrhCiZRG #CakImin #Coldplay",Kbkenobi
https://twitter.com/tvOneNews/status/1658261283966447616,2023-05-16 00:01:13+00:00,"Mbah Anwar Abbas MUI juga tolak Coldplay kayak PA 212. Mbah khawatir banget mereka bakal ngerusak moral &amp; akhlaq, sampai minta pemerintah ngelarang...
Generasi skrg udah cerdas2 mbah. Yg mau ditonton kan perform musik mereka, bukan yg lainnya weww Ga asik kalo bawa2 agama 😴
. https://t.co/PnIa7pwbPm",direktoridosen
https://twitter.com/AkiyukiTakehara/status/1658262607709478913,2023-05-16 00:06:29+00:00,"@AREAJULID Tnp coldplay mnyebar lgbt, indonesia dh bnykk 🧘🏻‍♀️",fathee24860361
https://twitter.com/CttnDmkrs/status/1658326225033768962,2023-05-16 04:19:16+00:00,"COLDPLAY DAN LGBT
.
Sebagai band mega bintang internasional, Coldplay sgt dinanti rakyat indonesia, apalagi sdh jelas ia akan konser 15 Nov taun ini. Nmn soal LGBT2, nampaknya terlalu berlebihan sekjen PMII ini, kecuali bahas Ferdy sambo, kecantikan nana mirdad atau anacona😅 https://t.co/0vYNuX18Ww",behandicey
https://twitter.com/DavidNa70s/status/1658455563859271681,2023-05-16 12:53:13+00:00,MUI Larang Coldplay Bawa Simbol LGBT saat Konser di Indonesia @arrahmah #arrahmahcom https://t.co/G3MDYKTf98,lokmanrml
https://twitter.com/Indones1aku/status/1658483649036304389,2023-05-16 14:44:49+00:00,Persiapan fisik buat gabung PA 212 tolak kedatangan Coldplay. https://t.co/s3TVe69tRm,octoajahh
https://twitter.com/sulaimanbaba9/status/1658547784231047169,2023-05-16 18:59:40+00:00,Saya ada exrta 2 ticket coldplay . Saya nak tolak rm 1 . Dua orang shj pm yg dapat . Doakan saya murah rezeki,diahyuniastuti
